"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"8","GO:0006412",1.30881623615708e-100,1,68,276,"translation","BP","black","Day2"
"17","GO:0042254",4.95170661374562e-99,1,68,252,"ribosome biogenesis","BP","black","Day2"
"6","GO:0006091",1.05085872315951e-13,1,13,216,"generation of precursor metabolites and energy","BP","black","Day2"
"19","GO:0044281",1.77697168067197e-05,0.999996643253366,12,1051,"small molecule metabolic process","BP","black","Day2"
"7","GO:0006397",2.98632648675198e-05,0.999997672869488,6,186,"mRNA processing","BP","black","Day2"
"21","GO:0055085",0.000155474854868842,0.99997940320763,7,498,"transmembrane transport","BP","black","Day2"
"18","GO:0042592",0.00344062923494238,0.999601942703368,4,251,"homeostatic process","BP","black","Day2"
"12","GO:0009058",0.0249409652572122,0.987894967476173,15,3022,"biosynthetic process","BP","black","Day2"
"15","GO:0022618",0.0306443849241497,0.997370534514321,2,75,"ribonucleoprotein complex assembly","BP","black","Day2"
"10","GO:0007009",0.0345519146509117,0.996883050745538,2,43,"plasma membrane organization","BP","black","Day2"
"9","GO:0006457",0.0377801663982411,0.996367049126562,2,80,"protein folding","BP","black","Day2"
"5","GO:0005840",4.65704497109458e-110,1,74,255,"ribosome","CC","black","Day2"
"4","GO:0005739",1.4703246533435e-11,1,15,350,"mitochondrion","CC","black","Day2"
"16","GO:0032991",1.8531563097788e-09,0.999999999581193,30,3519,"protein-containing complex","CC","black","Day2"
"3","GO:0005622",0.000599922269029754,0.999857232815848,10,1052,"intracellular anatomical structure","CC","black","Day2"
"2","GO:0003735",3.34330013058801e-105,1,67,176,"structural constituent of ribosome","MF","black","Day2"
"1","GO:0003723",1.49533673272465e-09,0.999999999869255,13,550,"RNA binding","MF","black","Day2"
"13","GO:0016491",1.87538119453688e-06,0.999999615523104,16,1338,"oxidoreductase activity","MF","black","Day2"
"14","GO:0019843",1.51170336456236e-05,0.999999867409368,3,10,"rRNA binding","MF","black","Day2"
"11","GO:0008135",0.000115528072632848,0.999994760577874,4,66,"translation factor activity, RNA binding","MF","black","Day2"
"20","GO:0051186",0.000586659020009902,0.999920222350072,6,325,NA,NA,"black","Day2"
