"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"10","GO:0006457",9.05893162883723e-07,0.999999948031831,7,80,"protein folding","BP","turquoise","Day2"
"20","GO:0034641",0.0182994270663109,0.990371225048585,20,2677,"cellular nitrogen compound metabolic process","BP","turquoise","Day2"
"17","GO:0022607",0.0200834828159476,0.996130852886824,4,211,"cellular component assembly","BP","turquoise","Day2"
"14","GO:0009056",0.0208363274784757,0.99336698003846,7,739,"catabolic process","BP","turquoise","Day2"
"9","GO:0006412",0.0217966849147855,0.993778708478177,6,276,"translation","BP","turquoise","Day2"
"12","GO:0006790",0.0241085711736347,0.995094407354728,4,206,"sulfur compound metabolic process","BP","turquoise","Day2"
"11","GO:0006605",0.0497908789615634,0.994487749080736,2,47,"protein targeting","BP","turquoise","Day2"
"7","GO:0005783",5.3167721475251e-05,0.999994082651032,7,222,"endoplasmic reticulum","CC","turquoise","Day2"
"3","GO:0005634",0.000624184263877696,0.9997868496237,16,1230,"nucleus","CC","turquoise","Day2"
"6","GO:0005737",0.000635585011721458,0.999846365964648,10,691,"cytoplasm","CC","turquoise","Day2"
"8","GO:0005840",0.000775728513142798,0.999826481141925,9,255,"ribosome","CC","turquoise","Day2"
"19","GO:0032991",0.00835023972622923,0.995651192974136,24,3519,"protein-containing complex","CC","turquoise","Day2"
"1","GO:0000228",0.0220573492257518,0.996907981104353,3,149,"nuclear chromosome","CC","turquoise","Day2"
"4","GO:0005694",0.0430593595868867,0.987356968787771,5,311,"chromosome","CC","turquoise","Day2"
"5","GO:0005730",0.0453330902053906,0.995190150795379,2,66,"nucleolus","CC","turquoise","Day2"
"22","GO:0051082",2.58837321890973e-07,0.999999991593514,6,53,"unfolded protein binding","MF","turquoise","Day2"
"13","GO:0008135",6.3639146953059e-05,0.999995990502491,5,66,"translation factor activity, RNA binding","MF","turquoise","Day2"
"16","GO:0016887",0.0111829955810377,0.998176931556869,4,437,"ATP hydrolysis activity","MF","turquoise","Day2"
"2","GO:0004386",0.0116139570410886,0.999396584030082,2,119,"helicase activity","MF","turquoise","Day2"
"15","GO:0016874",0.0242497223438869,0.996464443595783,3,210,"ligase activity","MF","turquoise","Day2"
"18","GO:0030234",0.026344736221568,0.990441524939757,8,669,"enzyme regulator activity","MF","turquoise","Day2"
"21","GO:0043167",0.046675005264655,0.967653547775053,44,9871,"ion binding","MF","turquoise","Day2"
