"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022430478.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111099108"," protein LIAT1-like"
"2","XM_022442202.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111107163"," mitogen-activated protein kinase 14A-like"
"3","XM_022444663.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111108651"," mitogen-activated protein kinase 14A-like"
"4","XM_022455537.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111116508"," succinate dehydrogenase assembly factor 2-B, mitochondrial-like"
"5","XM_022458005.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111118497"," cAMP-dependent protein kinase catalytic subunit"
"6","XM_022460052.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111119650"," casein kinase I-like"
"7","XM_022461252.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111120503"," beta-1,3-galactosyltransferase 5-like"
"8","XM_022462542.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111121322"," COP9 signalosome complex subunit 1-like"
"9","XM_022467483.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111124543"," serine/threonine kinase-like domain-containing protein STKLD1"
"10","XM_022468237.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111124929"," glycogen synthase kinase-3 beta-like"
"11","XM_022469526.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111125572"," CTD small phosphatase-like protein"
"12","XM_022469527.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111125573"," small ubiquitin-related modifier 3-like"
"13","XM_022472998.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111127760"," ubiquitin carboxyl-terminal hydrolase 3-like"
"14","XM_022475041.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111129006"," calcium-independent protein kinase C-like"
"15","XM_022476783.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111130086"," dual specificity protein phosphatase 10-like"
"16","XM_022480101.1","mRNA metabolic process",0.0256620895241586,"GO:0006397","mRNA processing","BP","red","LOC111132304"," uncharacterized"
"17","XM_022480783.1","mRNA metabolic process",0.0256620895241586,"GO:0006397","mRNA processing","BP","red","LOC111132870"," pre-mRNA-processing factor 19-like"
"18","XM_022480783.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111132870"," pre-mRNA-processing factor 19-like"
"19","XM_022481121.1","mRNA metabolic process",0.0256620895241586,"GO:0006397","mRNA processing","BP","red","LOC111133056"," pre-mRNA-splicing factor SPF27-like"
"20","XR_002638695.1","protein modification process",0.00369507034768679,"GO:0006464","cellular protein modification process","BP","red","LOC111128209"," MAP/microtubule affinity-regulating kinase 3-like"
