"","TranscriptID","slim_term","over_represented_pvalue","GO_terms","term","ontology","moduleColor","GeneID","Protein_name"
"1","XM_022442109.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111107113"," dual specificity tyrosine-phosphorylation-regulated kinase 2-like"
"2","XM_022442837.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111107574"," cyclin-dependent kinase 17-like"
"3","XM_022445998.1","hydrolase activity",0.0135981203009161,"GO:0003924","GTPase activity","MF","pink","LOC111109768"," ras-related protein rab7"
"4","XM_022446113.1","hydrolase activity",0.0135981203009161,"GO:0003924","GTPase activity","MF","pink","LOC111109862"," ras-related protein rab7"
"5","XM_022449348.1","RNA binding",0.000422460206032557,"GO:0008135","translation factor activity, RNA binding","MF","pink","LOC111112048"," elongation factor 1-beta-like"
"6","XM_022449348.1","translation regulator activity",0.000422460206032557,"GO:0008135","translation factor activity, RNA binding","MF","pink","LOC111112048"," elongation factor 1-beta-like"
"7","XM_022453491.1","hydrolase activity",0.0135981203009161,"GO:0003924","GTPase activity","MF","pink","LOC111114937"," GTP-binding nuclear protein Ran"
"8","XM_022453542.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111114988"," tyrosine-protein kinase Fer-like"
"9","XM_022458958.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111119108"," 3-phosphoinositide-dependent protein kinase 1-like"
"10","XM_022460808.1","hydrolase activity",0.0135981203009161,"GO:0003924","GTPase activity","MF","pink","LOC111120116"," ras-related protein Rab-3-like"
"11","XM_022462276.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111121137"," thymidine kinase, cytosolic-like"
"12","XM_022463840.1","RNA binding",0.000422460206032557,"GO:0008135","translation factor activity, RNA binding","MF","pink","LOC111122210"," eukaryotic translation initiation factor 3 subunit I-like"
"13","XM_022463840.1","translation regulator activity",0.000422460206032557,"GO:0008135","translation factor activity, RNA binding","MF","pink","LOC111122210"," eukaryotic translation initiation factor 3 subunit I-like"
"14","XM_022463942.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111122288"," adenosine kinase 1-like"
"15","XM_022464200.1","hydrolase activity",0.0135981203009161,"GO:0003924","GTPase activity","MF","pink","LOC111122413"," ras-related protein Rap-1b-like"
"16","XM_022468645.1","hydrolase activity",0.0135981203009161,"GO:0003924","GTPase activity","MF","pink","LOC111125144"," ras-related protein Rab-5B-like"
"17","XM_022472874.1","hydrolase activity",0.0135981203009161,"GO:0003924","GTPase activity","MF","pink","LOC111127617"," dnaJ homolog subfamily C member 27-A-like"
"18","XM_022477026.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111130239"," inositol-tetrakisphosphate 1-kinase-like"
"19","XM_022477746.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111130582"," cyclin-dependent kinase-like 1"
"20","XM_022483537.1","RNA binding",0.000422460206032557,"GO:0008135","translation factor activity, RNA binding","MF","pink","LOC111134482"," eukaryotic translation initiation factor 3 subunit C-like"
"21","XM_022483537.1","translation regulator activity",0.000422460206032557,"GO:0008135","translation factor activity, RNA binding","MF","pink","LOC111134482"," eukaryotic translation initiation factor 3 subunit C-like"
"22","XM_022483539.1","RNA binding",0.000422460206032557,"GO:0008135","translation factor activity, RNA binding","MF","pink","LOC111134482"," eukaryotic translation initiation factor 3 subunit C-like"
"23","XM_022483539.1","translation regulator activity",0.000422460206032557,"GO:0008135","translation factor activity, RNA binding","MF","pink","LOC111134482"," eukaryotic translation initiation factor 3 subunit C-like"
"24","XM_022484775.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111135067"," serine/threonine-protein kinase H1 homolog"
"25","XM_022485988.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111135700"," hexokinase-2-like"
"26","XM_022487414.1","transferase activity",0.00298518011661013,"GO:0016301","kinase activity","MF","pink","LOC111136514"," mitogen-activated protein kinase 7-like"
