"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"1","GO:0034641",1.36960461413169e-07,0.999999960907282,47,2677,"cellular nitrogen compound metabolic process","BP","red","Day2"
"2","GO:0009058",2.42337155905223e-05,0.999988548669197,46,3022,"biosynthetic process","BP","red","Day2"
"3","GO:0006464",0.000803235476504957,0.999599365415287,33,3119,"cellular protein modification process","BP","red","Day2"
"4","GO:0006520",0.00159590390843428,0.999341507185908,19,1505,"cellular amino acid metabolic process","BP","red","Day2"
"5","GO:0007034",0.00398433895674672,0.999720895884722,3,24,"vacuolar transport","BP","red","Day2"
"6","GO:0006397",0.00592426189089946,0.998722653957835,6,186,"mRNA processing","BP","red","Day2"
"7","GO:0022618",0.00622412399410088,0.999161052256212,4,75,"ribonucleoprotein complex assembly","BP","red","Day2"
"8","GO:0042254",0.00750891609912717,0.9976367652796,9,252,"ribosome biogenesis","BP","red","Day2"
"9","GO:0042592",0.00963841990277316,0.997689810125394,6,251,"homeostatic process","BP","red","Day2"
"10","GO:0044281",0.0125405245705929,0.99431621818084,15,1051,"small molecule metabolic process","BP","red","Day2"
"11","GO:0065003",0.0146748501129501,0.995644261947586,7,332,"protein-containing complex assembly","BP","red","Day2"
"12","GO:0006605",0.0171286521234962,0.997870049500056,3,47,"protein targeting","BP","red","Day2"
"13","GO:0006091",0.033970963070504,0.990635543382742,5,216,"generation of precursor metabolites and energy","BP","red","Day2"
"14","GO:0006790",0.0352903089920031,0.990178969941942,5,206,"sulfur compound metabolic process","BP","red","Day2"
"15","GO:0032991",1.61479634654058e-06,0.999999318152404,50,3519,"protein-containing complex","CC","red","Day2"
"16","GO:0005737",0.000542800458689032,0.999831662913555,14,691,"cytoplasm","CC","red","Day2"
"17","GO:0005634",0.000857256822228963,0.999639264261991,22,1230,"nucleus","CC","red","Day2"
"18","GO:0005739",0.001380240576094,0.999602596457524,11,350,"mitochondrion","CC","red","Day2"
"19","GO:0043226",0.00259805494008573,0.999945459903946,2,11,"organelle","CC","red","Day2"
"20","GO:0005730",0.0186304892732419,0.997581070446387,3,66,"nucleolus","CC","red","Day2"
"21","GO:0005654",0.0208473521573949,0.994094233670696,6,247,"nucleoplasm","CC","red","Day2"
"22","GO:0005622",0.03263790304984,0.983817806501903,14,1052,"intracellular anatomical structure","CC","red","Day2"
"23","GO:0005929",0.0381245509056087,0.996313829795643,2,64,"cilium","CC","red","Day2"
"24","GO:0016779",0.011407941886327,0.997613905286642,5,216,"nucleotidyltransferase activity","MF","red","Day2"
"25","GO:0016491",0.0142530779359915,0.99278157317381,19,1338,"oxidoreductase activity","MF","red","Day2"
"26","GO:0003700",0.0184810546401712,0.992416934158813,11,712,"DNA-binding transcription factor activity","MF","red","Day2"
"27","GO:0003723",0.0190168866221208,0.992990968289042,9,550,"RNA binding","MF","red","Day2"
"28","GO:0016887",0.0401275766268758,0.988377999492294,5,437,"ATPase activity","MF","red","Day2"
"29","GO:0003677",0.0482950499112843,0.971651647098782,20,1680,"DNA binding","MF","red","Day2"
"30","GO:0003924",0.0496568863742968,0.978390957476942,9,437,"GTPase activity","MF","red","Day2"
"31","GO:0005623",0.0080247394700891,0.999236564364106,3,64,NA,NA,"red","Day2"
