"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"1","crg:105318076","crg00190","Oxidative phosphorylation","105340141/105332665/105329817/105337089/105319312/105343349/105342980/105331281/105339285/105318076/105345808/105333395/105318424/105318400/105328999/105318218/105318342/105336770/109618245/105321566",20,"105318076","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8"
"2","crg:105318105","crg03050","Proteasome","105338316/105345779/105322442/105336919/105338413/105341348/105337862/105319167/105318105/105332983/105330688/105342563/105328897/105328653/105324879/105346718",16,"105318105","proteasome subunit beta type-6"
"3","crg:105318218","crg00190","Oxidative phosphorylation","105340141/105332665/105329817/105337089/105319312/105343349/105342980/105331281/105339285/105318076/105345808/105333395/105318424/105318400/105328999/105318218/105318342/105336770/109618245/105321566",20,"105318218","V-type proton ATPase subunit d"
"4","crg:105318324","crg03015","mRNA surveillance pathway","105330886/105348755/105347084/105337940/105320707/105318324/105331061/105321021/105334534/105322560/105323009/105334335",12,"105318324","pre-mRNA 3'-end-processing factor FIP1 isoform X1"
"5","crg:105318342","crg00190","Oxidative phosphorylation","105340141/105332665/105329817/105337089/105319312/105343349/105342980/105331281/105339285/105318076/105345808/105333395/105318424/105318400/105328999/105318218/105318342/105336770/109618245/105321566",20,"105318342","V-type proton ATPase subunit H isoform X1"
"6","crg:105318400","crg00190","Oxidative phosphorylation","105340141/105332665/105329817/105337089/105319312/105343349/105342980/105331281/105339285/105318076/105345808/105333395/105318424/105318400/105328999/105318218/105318342/105336770/109618245/105321566",20,"105318400","cytochrome c oxidase subunit 5B, mitochondrial"
"7","crg:105318424","crg00190","Oxidative phosphorylation","105340141/105332665/105329817/105337089/105319312/105343349/105342980/105331281/105339285/105318076/105345808/105333395/105318424/105318400/105328999/105318218/105318342/105336770/109618245/105321566",20,"105318424","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
"8","crg:105319167","crg03050","Proteasome","105338316/105345779/105322442/105336919/105338413/105341348/105337862/105319167/105318105/105332983/105330688/105342563/105328897/105328653/105324879/105346718",16,"105319167","proteasome subunit alpha type-2"
"9","crg:105319312","crg00190","Oxidative phosphorylation","105340141/105332665/105329817/105337089/105319312/105343349/105342980/105331281/105339285/105318076/105345808/105333395/105318424/105318400/105328999/105318218/105318342/105336770/109618245/105321566",20,"105319312","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
"10","crg:105320049","crg00980","Metabolism of xenobiotics by cytochrome P450","105329720/105336470/105346568/105340488/105323777/105320049/105342120/105321515",8,"105320049","glutathione S-transferase P 1 isoform X1"
"11","crg:105320049","crg00982","Drug metabolism - cytochrome P450","105329720/105336470/105346568/105340488/105323777/105320049/105342120/105321515",8,"105320049","glutathione S-transferase P 1 isoform X1"
"12","crg:105320049","crg00480","Glutathione metabolism","105329720/105330227/105346568/105340488/105323777/105320049/105342120/105327160/105330108/105321515",10,"105320049","glutathione S-transferase P 1 isoform X1"
"13","crg:105320707","crg03015","mRNA surveillance pathway","105330886/105348755/105347084/105337940/105320707/105318324/105331061/105321021/105334534/105322560/105323009/105334335",12,"105320707","serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform"
"14","crg:105321021","crg03015","mRNA surveillance pathway","105330886/105348755/105347084/105337940/105320707/105318324/105331061/105321021/105334534/105322560/105323009/105334335",12,"105321021","RNA-binding protein with serine-rich domain 1-B"
"15","crg:105321515","crg00980","Metabolism of xenobiotics by cytochrome P450","105329720/105336470/105346568/105340488/105323777/105320049/105342120/105321515",8,"105321515","microsomal glutathione S-transferase 3"
