"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"1","GO:0006457",2.69182481133107e-26,1,24,80,"protein folding","BP","turquoise","Day18"
"2","GO:0051276",2.96569815470265e-14,1,25,361,"chromosome organization","BP","turquoise","Day18"
"3","GO:0006397",8.34108142325385e-10,0.99999999991328,16,186,"mRNA processing","BP","turquoise","Day18"
"4","GO:0006091",3.1701019551231e-08,0.999999996084485,15,216,"generation of precursor metabolites and energy","BP","turquoise","Day18"
"5","GO:0065003",4.32496698300001e-06,0.999999094630072,15,332,"protein-containing complex assembly","BP","turquoise","Day18"
"6","GO:0006605",4.45386678670169e-06,0.999999684154901,7,47,"protein targeting","BP","turquoise","Day18"
"7","GO:0006412",5.79967773305691e-05,0.99998567766922,14,276,"translation","BP","turquoise","Day18"
"8","GO:0042254",6.18875378308963e-05,0.99998465533951,14,252,"ribosome biogenesis","BP","turquoise","Day18"
"9","GO:0009058",7.75745589711161e-05,0.999958189752375,57,3022,"biosynthetic process","BP","turquoise","Day18"
"10","GO:0034641",8.27167270055974e-05,0.999956885926916,51,2677,"cellular nitrogen compound metabolic process","BP","turquoise","Day18"
"11","GO:0044281",0.000176830829548218,0.999928954161002,25,1051,"small molecule metabolic process","BP","turquoise","Day18"
"12","GO:0009056",0.000198989529001863,0.999930992994725,19,739,"catabolic process","BP","turquoise","Day18"
"13","GO:0005975",0.000324396710983009,0.999895101835009,16,564,"carbohydrate metabolic process","BP","turquoise","Day18"
"14","GO:0022618",0.000378316822450245,0.999953625565978,6,75,"ribonucleoprotein complex assembly","BP","turquoise","Day18"
"15","GO:0006520",0.00393158414082915,0.998025042240258,25,1505,"cellular amino acid metabolic process","BP","turquoise","Day18"
"16","GO:0006399",0.00444667611378403,0.99895159663215,7,185,"tRNA metabolic process","BP","turquoise","Day18"
"17","GO:0007009",0.00819997192882405,0.998831074373541,4,43,"plasma membrane organization","BP","turquoise","Day18"
"18","GO:0140014",0.00934358453708204,0.999073658176075,3,43,"mitotic nuclear division","BP","turquoise","Day18"
"19","GO:0034655",0.0261672520251239,0.993288244275577,5,145,"nucleobase-containing compound catabolic process","BP","turquoise","Day18"
"20","GO:0055085",0.0312333783429875,0.986758483666343,10,498,"transmembrane transport","BP","turquoise","Day18"
"21","GO:0006464",0.0346119473278145,0.976743185014161,39,3119,"cellular protein modification process","BP","turquoise","Day18"
"22","GO:0032991",1.50017233162406e-28,1,115,3519,"protein-containing complex","CC","turquoise","Day18"
"23","GO:0005694",6.0519327535888e-16,1,28,311,"chromosome","CC","turquoise","Day18"
"24","GO:0005634",1.00354659076471e-15,1,52,1230,"nucleus","CC","turquoise","Day18"
"25","GO:0005737",2.059013390355e-14,1,35,691,"cytoplasm","CC","turquoise","Day18"
"26","GO:0005840",4.99911681307192e-08,0.999999990807833,19,255,"ribosome","CC","turquoise","Day18"
"27","GO:0000228",0.000873292341291142,0.999846086111416,7,149,"nuclear chromosome","CC","turquoise","Day18"
"28","GO:0005783",0.00257817179857956,0.999375004584182,8,222,"endoplasmic reticulum","CC","turquoise","Day18"
"29","GO:0005622",0.00282602707961655,0.998688466047372,22,1052,"intracellular anatomical structure","CC","turquoise","Day18"
"30","GO:0005739",0.0202959049102693,0.99199243178267,10,350,"mitochondrion","CC","turquoise","Day18"
"31","GO:0005654",0.0270107905770353,0.990960310518328,7,247,"nucleoplasm","CC","turquoise","Day18"
"32","GO:0005730",0.0409664897252722,0.99280555225369,3,66,"nucleolus","CC","turquoise","Day18"
"33","GO:0051082",2.23442048512906e-17,1,15,53,"unfolded protein binding","MF","turquoise","Day18"
"34","GO:0008135",8.23496735471276e-10,0.999999999954294,11,66,"translation factor activity, RNA binding","MF","turquoise","Day18"
"35","GO:0003723",9.97438535087196e-10,1,25,550,"RNA binding","MF","turquoise","Day18"
"36","GO:0016887",1.1367262683362e-07,0.999999979976995,17,437,"ATP hydrolysis activity","MF","turquoise","Day18"
"37","GO:0003677",1.51505036485293e-07,0.999999957507871,44,1680,"DNA binding","MF","turquoise","Day18"
"38","GO:0016853",1.45679479880485e-05,0.999998104012192,9,121,"isomerase activity","MF","turquoise","Day18"
"39","GO:0016491",2.65553580572052e-05,0.999989021449831,33,1338,"oxidoreductase activity","MF","turquoise","Day18"
"40","GO:0016874",0.000145425564478654,0.999974035493089,9,210,"ligase activity","MF","turquoise","Day18"
"41","GO:0043167",0.000262457657013564,0.999821853889933,128,9871,"ion binding","MF","turquoise","Day18"
"42","GO:0030234",0.00589655244129425,0.997467390198239,16,669,"enzyme regulator activity","MF","turquoise","Day18"
"43","GO:0003735",0.0129100495063605,0.995913888501115,8,176,"structural constituent of ribosome","MF","turquoise","Day18"
"44","GO:0005198",0.0157312990593274,0.996441686064548,5,179,"structural molecule activity","MF","turquoise","Day18"
"45","GO:0008168",0.0393539141761471,0.987118978258241,6,210,"methyltransferase activity","MF","turquoise","Day18"
