"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"1","GO:0042254",8.43458726849085e-13,1,25,252,"ribosome biogenesis","BP","salmon","Day18"
"2","GO:0009056",1.42614881325354e-11,1,27,739,"catabolic process","BP","salmon","Day18"
"3","GO:0006412",2.05130330199266e-08,0.999999996430506,19,276,"translation","BP","salmon","Day18"
"4","GO:0006091",2.15967114490631e-08,0.999999997606288,14,216,"generation of precursor metabolites and energy","BP","salmon","Day18"
"5","GO:0044281",8.62116811160744e-08,0.999999976251889,28,1051,"small molecule metabolic process","BP","salmon","Day18"
"6","GO:0034641",3.38253226011058e-07,0.99999989871697,50,2677,"cellular nitrogen compound metabolic process","BP","salmon","Day18"
"7","GO:0006457",5.00775236854152e-07,0.999999958106044,9,80,"protein folding","BP","salmon","Day18"
"8","GO:0065003",0.000707521488714059,0.999826544823896,10,332,"protein-containing complex assembly","BP","salmon","Day18"
"9","GO:0042592",0.000980377688952085,0.999795791359448,8,251,"homeostatic process","BP","salmon","Day18"
"10","GO:0006790",0.00119571001871698,0.999743973840564,8,206,"sulfur compound metabolic process","BP","salmon","Day18"
"11","GO:0006397",0.0028439572980585,0.999381869896354,7,186,"mRNA processing","BP","salmon","Day18"
"12","GO:0006399",0.00614271370073163,0.998664687916169,6,185,"tRNA metabolic process","BP","salmon","Day18"
"13","GO:0007010",0.00892366946134153,0.997320769608715,8,505,"cytoskeleton organization","BP","salmon","Day18"
"14","GO:0007005",0.0108504947758291,0.99776748760446,5,153,"mitochondrion organization","BP","salmon","Day18"
"15","GO:0006605",0.0274636064300494,0.995916278034374,3,47,"protein targeting","BP","salmon","Day18"
"16","GO:0061024",0.0372361338951085,0.996562628064943,2,26,"membrane organization","BP","salmon","Day18"
"17","GO:0016192",0.045509457582326,0.980457787202202,9,584,"vesicle-mediated transport","BP","salmon","Day18"
"18","GO:0006810",0.047956326526498,0.981825934512668,7,448,"transport","BP","salmon","Day18"
"19","GO:0032991",1.84452957064733e-22,1,89,3519,"protein-containing complex","CC","salmon","Day18"
"20","GO:0005840",1.08634229823823e-17,1,31,255,"ribosome","CC","salmon","Day18"
"21","GO:0005737",2.10847499018128e-11,1,27,691,"cytoplasm","CC","salmon","Day18"
"22","GO:0005739",7.09706758189945e-10,1,22,350,"mitochondrion","CC","salmon","Day18"
"23","GO:0005622",7.55446477976408e-07,0.999999770574818,27,1052,"intracellular anatomical structure","CC","salmon","Day18"
"24","GO:0005730",3.82900662377746e-06,0.999999727687371,7,66,"nucleolus","CC","salmon","Day18"
"25","GO:0005783",1.94055726536745e-05,0.999996966627974,10,222,"endoplasmic reticulum","CC","salmon","Day18"
"26","GO:0005856",0.000346662102829323,0.999896852411455,14,959,"cytoskeleton","CC","salmon","Day18"
"27","GO:0005654",0.0038313996937703,0.999008779347593,8,247,"nucleoplasm","CC","salmon","Day18"
"28","GO:0005929",0.00478068824499662,0.999622346356599,3,64,"cilium","CC","salmon","Day18"
"29","GO:0005794",0.0107708397125938,0.997787382258163,5,155,"Golgi apparatus","CC","salmon","Day18"
"30","GO:0005634",0.0176484132056314,0.990686770104504,20,1230,"nucleus","CC","salmon","Day18"
"31","GO:0031410",0.0302871998832122,0.995204858291307,3,132,"cytoplasmic vesicle","CC","salmon","Day18"
"32","GO:0008135",5.39385817231247e-09,0.999999999681875,10,66,"translation factor activity, RNA binding","MF","salmon","Day18"
"33","GO:0008233",1.71818546141149e-07,0.999999953088369,26,1210,"peptidase activity","MF","salmon","Day18"
"34","GO:0016853",4.77579634600732e-07,0.999999952054159,10,121,"isomerase activity","MF","salmon","Day18"
"35","GO:0016491",1.30068493000215e-06,0.999999547267152,32,1338,"oxidoreductase activity","MF","salmon","Day18"
"36","GO:0003735",1.4255064905276e-06,0.999999733481737,15,176,"structural constituent of ribosome","MF","salmon","Day18"
"37","GO:0016887",4.95367838032264e-06,0.999999247524401,11,437,"ATPase activity","MF","salmon","Day18"
"38","GO:0051082",1.07485632222621e-05,0.999999326722713,6,53,"unfolded protein binding","MF","salmon","Day18"
"39","GO:0043167",7.04250393467647e-05,0.999956492562334,100,9871,"ion binding","MF","salmon","Day18"
"40","GO:0003723",0.000599937588109691,0.999821652629583,13,550,"RNA binding","MF","salmon","Day18"
"41","GO:0016779",0.00376786835377185,0.99925720299577,6,216,"nucleotidyltransferase activity","MF","salmon","Day18"
"42","GO:0004386",0.00792002724485304,0.999239210120746,3,119,"helicase activity","MF","salmon","Day18"
"43","GO:0019843",0.0100163229025745,0.999585249794924,2,10,"rRNA binding","MF","salmon","Day18"
"44","GO:0016829",0.0357111440405598,0.988548556859515,6,274,"lyase activity","MF","salmon","Day18"
"45","GO:0016765",0.0382302384264414,0.993496397206104,3,57,"transferase activity, transferring alkyl or aryl (other than methyl) groups","MF","salmon","Day18"
"46","GO:0016874",0.0398291445997394,0.990510748074699,4,210,"ligase activity","MF","salmon","Day18"
"47","GO:0051186",0.00168076102399982,0.999538124612056,10,325,NA,NA,"salmon","Day18"
