"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"12","GO:0006810",0.000462528036100837,0.999939782819997,6,448,"transport","BP","greenyellow","Day18"
"9","GO:0006091",0.00316541327948808,0.999642968903584,4,216,"generation of precursor metabolites and energy","BP","greenyellow","Day18"
"15","GO:0008150",0.00334439353491071,0.999251658203683,7,894,"biological_process","BP","greenyellow","Day18"
"13","GO:0007034",0.00626964980345565,0.999776025088601,2,24,"vacuolar transport","BP","greenyellow","Day18"
"22","GO:0042254",0.00831034325285519,0.998403860082626,5,252,"ribosome biogenesis","BP","greenyellow","Day18"
"24","GO:0065003",0.0106326985857418,0.99830427637311,4,332,"protein-containing complex assembly","BP","greenyellow","Day18"
"17","GO:0016192",0.0125125088239147,0.997329869519887,5,584,"vesicle-mediated transport","BP","greenyellow","Day18"
"23","GO:0044403",0.02290082233118,0.99980261196839,1,4,"biological process involved in symbiotic interaction","BP","greenyellow","Day18"
"11","GO:0006790",0.0235885788115802,0.996613033229718,3,206,"sulfur compound metabolic process","BP","greenyellow","Day18"
"10","GO:0006412",0.030115703308722,0.993461416956571,4,276,"translation","BP","greenyellow","Day18"
"21","GO:0032991",7.40958058006202e-05,0.999975368308847,21,3519,"protein-containing complex","CC","greenyellow","Day18"
"7","GO:0005773",0.000200996063828044,0.999998809208805,2,14,"vacuole","CC","greenyellow","Day18"
"3","GO:0005576",0.000491446791404139,0.999921478769874,7,405,"extracellular region","CC","greenyellow","Day18"
"6","GO:0005768",0.00084438236813307,0.999964530819548,3,44,"endosome","CC","greenyellow","Day18"
"8","GO:0005840",0.00982536615826734,0.99803453252386,5,255,"ribosome","CC","greenyellow","Day18"
"5","GO:0005764",0.0149115636339817,0.999899989822722,1,10,"lysosome","CC","greenyellow","Day18"
"4","GO:0005622",0.0190816730266026,0.994070480574282,7,1052,"intracellular anatomical structure","CC","greenyellow","Day18"
"16","GO:0008233",2.37048797783336e-10,0.999999999975444,17,1210,"peptidase activity","MF","greenyellow","Day18"
"18","GO:0016491",0.0113720847879716,0.996187534552018,9,1338,"oxidoreductase activity","MF","greenyellow","Day18"
"1","GO:0003735",0.0179659227526237,0.99667734909313,4,176,"structural constituent of ribosome","MF","greenyellow","Day18"
"20","GO:0016887",0.0197236106222564,0.997340202127876,3,437,"ATPase activity","MF","greenyellow","Day18"
"19","GO:0016765",0.0206412805164727,0.998574513201186,2,57,"transferase activity, transferring alkyl or aryl (other than methyl) groups","MF","greenyellow","Day18"
"2","GO:0004518",0.0245382194315278,0.99641903663113,3,242,"nuclease activity","MF","greenyellow","Day18"
"14","GO:0008134",0.0295845312713198,0.999586226131629,1,17,"transcription factor binding","MF","greenyellow","Day18"
